index,season,matchday,qnum,question,answer,category,A_correct,B_correct,C_correct,D_correct,E_correct,R_correct,Champ_correct,tot_correct,defense,forfeit,mcw,mcw_pct,date
71-14-6,71,14,6,"What rap artist's first claim to fame was as the ""original human beat box"" (or for being on in six minutes in his hit song ""The Show""), but is perhaps now best known for his namesake hip hop dance, popularized 20 years after his artistic peak? (Note: You may name either the artist or the dance.)",DOUG E. FRESH/DOUGIE,POP MUSIC,69,53,45,40,28,39,,43,1.7,3.5,MC HAMMER,9,6-Dec-16
71-15-1,71,15,1,The Broadway musical Bye Bye Birdie was inspired by the hysteria that followed whose draft into the U.S. Army?,ELVIS PRESLEY,THEATRE,97,95,89,85,76,82,,85,0.9,2.8,,,7-Dec-16
71-15-2,71,15,2,"The ""League for the Independence of Vietnam"" was a political and military organization formed in 1941 to liberate Vietnam from the Japanese and then gain independence from France (and then oppose South Vietnam and the U.S. in the Vietnam War). By what two-word name—an abbreviation of the organization's full official name and reminiscent of the name of its long-time leader— was this coalition of nationalists and communists widely known?",VIET MINH,WORLD HIST,62,44,29,18,8,20,,26,1.7,2.8,VIET CONG,56,7-Dec-16
71-15-3,71,15,3,"Meinl, Paiste, Sabian, and Zildjian are considered the ""big four"" manufacturers of what?",CYMBALS,CLASS MUSIC,71,67,57,49,40,48,,53,1.8,2.8,DRUMS,17,7-Dec-16
71-15-4,71,15,4,"Maser—a high-frequency amplifier in which a signal is used to stimulate atoms into emitting energy at the same frequency—is, like laser, an acronym. What does the ""m"" in maser stand for?",MICROWAVE,SCIENCE,72,52,36,28,17,29,,35,1.9,2.8,MATTER,13,7-Dec-16
71-15-5,71,15,5,"With an area of ~3,500 square miles and 3.7 million residents (at the 2010 census), what is by far (by both measures) the largest U.S. territory?",PUERTO RICO,GEOGRAPHY,95,92,86,82,73,76,,82,1,2.8,GUAM,6,7-Dec-16
71-15-6,71,15,6,"Legend says that the name for a particular variant of the game of poker, where players receive a mix of face-up and face-down cards, comes from the item one player offered as a bet when the game was created during the mid-1800s. What is the name for that poker variant?",STUD,GAMES/SPORT,80,69,64,56,41,48,,57,1.4,2.8,TEXAS HOLD EM,16,7-Dec-16
71-16-1,71,16,1,"A 1986 film, whose plot is derived from a novella published in 1982 (as part of an anthology), takes its title from a song first released in 1961. What is that title?",STAND BY ME,FILM,72,56,45,33,20,31,,39,1.3,3.7,,,8-Dec-16
71-16-2,71,16,2,"""High Land"" is the English translation of the name of what midwestern U.S. city, describing its location on a plateau overlooking the Wabash River?","TERRE HAUTE, INDIANA",GEOGRAPHY,90,80,67,50,32,47,,56,1.3,3.7,MILWAUKEE,6,8-Dec-16
71-16-3,71,16,3,"Of the two great epic poems of India, the longer is the Mahābhārata. The shorter, composed in Sanskrit by the poet Valmiki and with 24,000 couplets divided into seven books is its modern form, has what name?",RAMAYANA,LITERATURE,51,36,21,14,8,16,,21,2.2,3.7,BHAGAVAD GITA,25,8-Dec-16
71-16-4,71,16,4,"What Scottish-born American detective and spy led an intelligence network for General George McClellan and served President Lincoln as head of what would be the precursor to the Secret Service? Later, his namesake National Detective Agency would battle the Molly Maguires and police other labor disputes (often controversially and violently).",ALLAN PINKERTON,AMER HIST,94,85,78,63,39,55,,65,1.6,3.7,,,8-Dec-16
71-16-5,71,16,5,"Prince, Tron Carter, Negrodamus, Ashy Larry, and Rick James are among the characters (real and fictional) who appeared on what sketch comedy series?",CHAPPELLE'S SHOW,TELEVISION,87,81,75,74,67,72,,74,0.7,3.7,IN LIVING COLOR,10,8-Dec-16
71-16-6,71,16,6,The object pictured here is among the regulation equipment produced for use in what game? Click here,TETHERBALL,GAMES/SPORT,57,52,50,45,41,40,,46,1.6,3.7,,,8-Dec-16
71-17-1,71,17,1,This is a promotional still from what (seemingly appropriately named) television series? Click here,SUITS,TELEVISION,84,83,81,77,74,79,,79,0.8,4.4,,,9-Dec-16
71-17-2,71,17,2,"The 1928 Pact of Paris, formally the General Treaty for Renunciation of War as an Instrument of National Policy, was a noble but toothless agreement best known by a name that references its authors, the U.S. Secretary of State and the French Foreign Minister. What is this more common name?",KELLOGG-BRIAND PACT,WORLD HIST,56,34,22,12,4,16,,20,2.2,4.4,,,9-Dec-16
71-17-3,71,17,3,"Directed by the United Nations Security Council, construction began in 1991 on a 120-mile long fence and barrier zone, nine miles wide with electrified fencing, concertina wire, trenches, and dirt berms, on the border of two nations. Name either of those nations.","IRAQ, KUWAIT",GEOGRAPHY,69,50,34,25,15,28,,33,1.5,4.4,NORTH KOREA,12,9-Dec-16
71-17-4,71,17,4,"What is the name of the philosophical system developed by Ayn Rand, expressed in The Fountainhead and Atlas Shrugged as well as in her nonfiction works, which holds, among other tenets, that all real achievement is the result of individual ability and effort and that altruism is a vice?",OBJECTIVISM,LITERATURE,92,81,69,58,36,53,,61,1.4,4.4,,,9-Dec-16
71-17-5,71,17,5,"Deriving from a French term for ""raw"" or ""uncooked"", what word is used to refer to raw vegetables or fruits, often thinly sliced or grated and accompanied by cold sauces, that are served as an hors d'oeuvre?",CRUDITÉS,FOOD/DRINK,87,80,72,62,46,57,,64,1.2,4.4,,,9-Dec-16
71-17-6,71,17,6,Pictured here is a scene from what animated film? Click here,PRINCESS MONONOKE,FILM,56,48,39,38,27,33,,38,1.5,4.4,SPIRITED AWAY,11,9-Dec-16
71-18-1,71,18,1,"What genre of Jamaican music, named for the type of venue in which it originated, emerged in the 1970s with DJs ""toasting"" over prerecorded tracks? A precursor to American rap and hip hop, it borrowed back from those styles in the 80s in its transformation into the modern, digital ""ragga"" style.",DANCEHALL,POP MUSIC,61,50,43,34,23,30,,37,1.5,3.5,REGGAE,20,12-Dec-16
71-18-2,71,18,2,The existence of a separate political system in the Western Hemisphere;  U.S. resistance to further European colonization in the region; U.S. neutrality with existing European colonies and in European affairs: these items are included in a doctrine written by John Quincy Adams but attributed to (and proclaimed by) whom?,JAMES MONROE,AMER HIST,96,94,90,81,59,71,,79,0.8,3.5,THOMAS JEFFERSON,6,12-Dec-16
71-18-3,71,18,3,"The ""Uniform Investment Adviser Law Examination,"" which is administered by the Financial Industry Regulatory Authority (FINRA) and qualifies candidates to become investment advisers, is commonly known as the Series 65 exam. Another FINRA exam, formally the ""General Securities Representative Exam (GS),"" provides the qualifications necessary to trade general securities (i.e., be a stockbroker) and is likewise best known by what numerical name?",SERIES 7 EXAM,BUS/ECON,45,37,32,31,27,27,,32,1.8,3.5,SERIES 66,6,12-Dec-16
71-18-4,71,18,4,"Two of the three words in the title of a popular, moralistic 1812 novel could also apply to the group that created the novel—pastor Johann David Wyss and his sons, Johann Rudolf Wyss and Johann Emmanuel Wyss. What are either of those two words?",SWISS FAMILY,LITERATURE,76,59,41,26,16,31,,37,1.9,3.5,,,12-Dec-16
71-18-5,71,18,5,A philosophical tract by Friedrich Nietzsche provides the loose basis for a tone poem composed in 1896 by Richard Strauss. What title do they share?,ALSO SPRACH ZARATHUSTRA (THUS SPOKE ZARATHUSTRA),CLASS MUSIC,82,69,56,39,18,35,,45,1.9,3.5,,,12-Dec-16
71-18-6,71,18,6,"Pasta and other Italian dishes which are described as al forno, such as lasagna, have what distinction?",(OVEN) BAKED,FOOD/DRINK,93,88,79,75,63,71,,76,0.9,3.5,,,12-Dec-16
71-19-1,71,19,1,The first son of Jacob and Leah and progenitor of one of the twelve tribes of Israel has a name that also commonly appears (unrelatedly) on delicatessen menus. What is that name?,REUBEN,LIFESTYLE,92,86,83,78,69,77,,79,0.7,3.4,HAM,8,13-Dec-16
71-19-2,71,19,2,"While the building today houses the most important collection of paintings in Italy, its original purpose when commissioned in 1560 was to house the government. What is this museum, whose name translates to English as ""offices""?",UFFIZI,ART,87,77,65,49,30,44,,54,1.7,3.4,,,13-Dec-16
71-19-3,71,19,3,"Of the four main islands of Japan, which is the farthest north?",HOKKAIDO,GEOGRAPHY,84,75,66,52,32,45,,55,1.7,3.4,HONSHU,12,13-Dec-16
71-19-4,71,19,4,"What automotive engineer (and famous automotive name) developed the Volkswagen Beetle and the classic Mercedes-Benz SSK, not to mention various Nazi military vehicles?",FERDINAND PORSCHE,SCIENCE,70,51,40,31,19,30,,36,1.6,3.4,DAIMLER,23,13-Dec-16
71-19-5,71,19,5,"In the game Scrabble, what is the sum of the point values on the tiles used to play the word SCRABBLE (as displayed on many standard Scrabble boards)?",14,GAMES/SPORT,52,42,31,25,18,26,,30,1.4,3.4,15,10,13-Dec-16
71-19-6,71,19,6,What was the derogatory epithet used to describe whites of the southern United States who cooperated with occupying forces from the North during the post-Civil War Reconstruction era?,SCALAWAGS,AMER HIST,67,47,35,27,11,23,,31,1.5,3.4,CARPETBAGGER,31,13-Dec-16
71-20-1,71,20,1,"While its emphasis was on vaudeville when it was founded in 1905 (as indicated by its title), what leading weekly theatrical magazine soon expanded to cover all aspects of ""show biz"" (a term the journal itself originated in 1945)?",VARIETY,THEATRE,91,82,76,66,46,59,,67,0.9,4,PLAYBILL,7,14-Dec-16
71-20-2,71,20,2,"What was the sartorially named faction of Parisian commoners who were politically active during the French Revolutionary Wars, associated for a time with the Jacobins? More broadly, the term was also used to apply to the mass of the working populace across France during the era.",SANS-CULOTTES,WORLD HIST,58,45,35,24,12,24,,29,1.7,4,PROLETARIAT,7,14-Dec-16
71-20-3,71,20,3,What is the only nation that shares land borders with both India and Bangladesh?,BURMA/MYANMAR,GEOGRAPHY,68,56,42,32,17,30,,37,1.3,4,NEPAL,19,14-Dec-16
71-20-4,71,20,4,"The development of the modern version of what musical apparatus is credited to Frenchman François Tourte, whose innovations include the use of pernambuco, perfection of the screw and eyelet system, and a heavier frog?",BOW,CLASS MUSIC,45,27,19,13,7,15,,18,1.8,4,VIOLIN,9,14-Dec-16
71-20-5,71,20,5,"Seventeen-year-old (or thereabouts) William Cullen Bryant's musings on a magnificent and omnipresent Nature, human mortality, and a particular view of death are contained in a meditative poem first published in 1817 under what title?",THANATOPSIS,LITERATURE,46,24,15,9,4,10,,15,2.2,4,,,14-Dec-16
71-20-6,71,20,6,"What term for the outer layers of cereal grains is commonly found in grocery cereal aisles, as it is often added to many commercial breakfast cereals and also can be purchased separately?",BRAN,FOOD/DRINK,78,71,61,48,34,46,,53,0.7,4,GERM,7,14-Dec-16
71-21-1,71,21,1,"Otra Vez,  A Toda Maquina, Eyes of Innocence, and Primitive Love were albums released in the 1980s by what musical group? Later in the decade, the group would become the backing band for its lead singer's solo career.",MIAMI SOUND MACHINE,POP MUSIC,67,52,40,33,20,30,,37,1.7,4.2,MENUDO,17,15-Dec-16
71-21-2,71,21,2,"With 26 titles, including eight of the last 12, what soccer club is the most dominant in the history of the German Bundesliga, and is Germany's most successful club in European competition? (Please note that the name of a city alone is not a sufficient answer to this question).",BAYERN MUNICH,GAMES/SPORT,77,73,63,56,44,49,,58,1.5,4.2,,,15-Dec-16
71-21-3,71,21,3,"What type of nuts, from the state tree of Texas, are pictured here? Click here",PECANS,FOOD/DRINK,81,71,59,51,39,51,,55,1.1,4.2,BRAZIL NUTS,6,15-Dec-16
71-21-4,71,21,4,"The 2002 film Russian Ark (Russkiy kovcheg) is best known (perhaps only known) for the technical wonder of its single shot of approximately an hour and a half, wandering steadily through what building?",HERMITAGE MUSEUM/WINTER PALACE,FILM,73,58,49,35,19,30,,40,1.8,4.2,KREMLIN,39,15-Dec-16
71-21-5,71,21,5,"Glen Canyon, New Bullards Bar, New Croton, Oroville, Robert Moses-Robert H. Saunders, Three Gorges, Itaipu, and Shasta are all names of what?",DAMS,GEOGRAPHY,92,82,74,58,39,51,,62,1.3,4.2,,,15-Dec-16
71-21-6,71,21,6,"Produced in 1935 and first released in the marketplace in 1938, what thermoplastic was the first commercially successful, fully synthetic fiber?",NYLON,SCIENCE,76,69,61,51,43,51,,56,1.3,4.2,POLYESTER,15,15-Dec-16
71-22-1,71,22,1,"A mechanical device from the 16th century that uses a series of adjustable mirrors and lenses to project a scene in a darkened space to aid in painting or drawing was known as camera ottica, but is better known as what other ""camera""?",CAMERA OBSCURA,ART,96,91,87,78,58,70,,77,1.3,4.5,,,16-Dec-16
71-22-2,71,22,2,In what language is the following sentence written? Mae fy hofrenfad yn llawn llyswennod.,WELSH (CYMRAEG),LANGUAGE,95,90,84,68,46,62,,70,1.2,4.5,GAELIC,9,16-Dec-16
71-22-3,71,22,3,"What 1990s television series began with the title character, Cory Matthews, as a sixth-grader who navigates his pre-teen years alongside his best friend, Shawn, and his future wife, Topanga? They all pass through high school and into college during the show's original seven seasons.",BOY MEETS WORLD,TELEVISION,88,84,79,78,75,78,,79,0.6,4.5,,,16-Dec-16
71-22-4,71,22,4,"While it may sometimes include small amounts of other metals, brass is primarily an alloy of what two metals—often in roughly a 2-to-1 ratio (though proportions can vary significantly depending on use)?","COPPER, ZINC",SCIENCE,69,54,39,25,15,27,,34,1.4,4.5,COPPER AND TIN,23,16-Dec-16
71-22-5,71,22,5,The mathematical notation loge x is accurate but is more often expressed in what other manner?,ln x (NATURAL LOG),MATH,66,54,49,45,40,42,,48,1.7,4.5,,,16-Dec-16
71-22-6,71,22,6,"The Uruguayan urban guerrilla group Tupamaros were named after an 18th-century Peruvian Indian revolutionary, who himself had adopted the name of the last Incan ruler (from whom he claimed descent). What is that full name (first and last)?",TÚPAC AMARU,WORLD HIST,45,26,17,10,4,10,,16,2.4,4.5,TUPAC SHAKUR,6,16-Dec-16
71-23-1,71,23,1,"Operation Car Wash is the name given to a wide-ranging corruption and money-laundering investigation that has ensnared business and political leaders, including the president (since impeached), of what country?",BRAZIL,CURR EVENTS,75,63,53,46,32,47,,49,1.2,3.8,SOUTH KOREA,17,19-Dec-16
71-23-2,71,23,2,"What food, common as grits or as the main ingredient in posole, is dried or hulled and alkaline-treated maize kernels? Its name is derived from Algonquian, as it was one of the first foods accepted by English settlers from native North Americans.",HOMINY,FOOD/DRINK,84,69,62,47,30,45,,52,1.2,3.8,CORN,13,19-Dec-16
71-23-3,71,23,3,"One of the three base types in cloud nomenclature is stratus; what are both of the other two? The three, alone or in combination with themselves and/or nimbus (""raincloud"") or altus, make up the ten basic types of cloud classification (e.g., nimbostratus).","CIRRUS, CUMULUS",SCIENCE,94,89,82,70,56,64,,73,1.5,3.8,,,19-Dec-16
71-23-4,71,23,4,"Rossignol, Salomon, Elan, Dynastar and Fischer are all brands most prominently of what type of sporting equipment?",SKIS,GAMES/SPORT,79,71,66,62,53,57,,63,1.3,3.8,TENNIS RACKETS,8,19-Dec-16
71-23-5,71,23,5,"Two months before the U.S. Supreme Court's decision in the Roe v. Wade case in January 1973, what sitcom's title character famously and controversially made TV history by undergoing an abortion (legal at the time in the state of New York) to terminate an unplanned pregnancy at age 47?",MAUDE,TELEVISION,77,62,53,40,26,37,,45,1.5,3.8,THE MARY TYLER MOORE SHOW,19,19-Dec-16
71-23-6,71,23,6,"Though the term itself dates back centuries and is derived from Hebrew, its modern meaning—a group of people united in ideology or intrigue— is believed to come from (or at least be popularized by) five leading advisers to England's Charles II between 1667 and 1673, whose initials spell out the word. What is that word?",CABAL,LANGUAGE,90,82,75,63,36,54,,63,1.9,3.8,,,19-Dec-16
